run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	library_layout	read_count	base_count	study_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
SRR22859937	SAMN32360825	SRX18818646	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3669963	917490750	PRJNA914892	300956859;270663630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/037/SRR22859937/SRR22859937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/037/SRR22859937/SRR22859937_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/037/SRR22859937	C57	
SRR22859940	SAMN32360822	SRX18818643	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3574079	893519750	PRJNA914892	289630115;270241436	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/040/SRR22859940/SRR22859940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/040/SRR22859940/SRR22859940_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/040/SRR22859940	C43	
SRR22859941	SAMN32360821	SRX18818642	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3758955	939738750	PRJNA914892	295636445;283577092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22859941/SRR22859941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/041/SRR22859941/SRR22859941_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/041/SRR22859941	C36	
SRR22859943	SAMN32360819	SRX18818640	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	4053054	1013263500	PRJNA914892	321117646;307157249	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/043/SRR22859943/SRR22859943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/043/SRR22859943/SRR22859943_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/043/SRR22859943	C299	
SRR22859945	SAMN32360817	SRX18818638	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	Illumina HiSeq 2000		PAIRED	3724733	931183250	PRJNA914892	294550922;287672637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22859945/SRR22859945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22859945/SRR22859945_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/045/SRR22859945	C270	
SRR22859948	SAMN32360943	SRX18818635	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	122629	357395625	PRJNA914892	328995661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/048/SRR22859948/SRR22859948_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/048/SRR22859948	C354	
SRR22859949	SAMN32360942	SRX18818634	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	83941	275160899	PRJNA914892	252883502	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/049/SRR22859949/SRR22859949_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/049/SRR22859949	C331	
SRR22859950	SAMN32360941	SRX18818633	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	128526	370771377	PRJNA914892	340485340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/050/SRR22859950/SRR22859950_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/050/SRR22859950	C875	
SRR22859955	SAMN32360937	SRX18818628	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	22644	191204413	PRJNA914892	175109998	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/055/SRR22859955/SRR22859955_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/055/SRR22859955	C868	
SRR22859956	SAMN32360936	SRX18818627	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	23140	170810277	PRJNA914892	156697801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/056/SRR22859956/SRR22859956_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/056/SRR22859956	C867	
SRR22859957	SAMN32360935	SRX18818626	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	16483	100103236	PRJNA914892	91893210	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/057/SRR22859957/SRR22859957_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/057/SRR22859957	C866	
SRR22859965	SAMN32360928	SRX18818618	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	56798	220876179	PRJNA914892	208487413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/065/SRR22859965/SRR22859965_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/065/SRR22859965	C319	
SRR22859968	SAMN32360925	SRX18818615	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	109795	308388305	PRJNA914892	282395240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/068/SRR22859968/SRR22859968_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/068/SRR22859968	C298	
SRR22859971	SAMN32360922	SRX18818612	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	83732	251269873	PRJNA914892	230329738	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/071/SRR22859971/SRR22859971_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/071/SRR22859971	C289	
SRR22859972	SAMN32360874	SRX18818611	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	14901	49608410	PRJNA914892	45406292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/072/SRR22859972/SRR22859972_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/072/SRR22859972	C149	
SRR22859973	SAMN32360873	SRX18818610	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	42813	194943530	PRJNA914892	178419129	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/073/SRR22859973/SRR22859973_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/073/SRR22859973	C179	
SRR22859977	SAMN32360807	SRX18818606	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	11782	75384752	PRJNA914892	69129464	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/077/SRR22859977/SRR22859977_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/077/SRR22859977	C150	
SRR22859978	SAMN32360869	SRX18818605	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	24570	134314722	PRJNA914892	122883143	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/078/SRR22859978/SRR22859978_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/078/SRR22859978	C21	
SRR22859985	SAMN32360862	SRX18818598	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	32817	91927537	PRJNA914892	87223720	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/085/SRR22859985/SRR22859985_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/085/SRR22859985	C255	
SRR22859988	SAMN32360806	SRX18818595	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	26351	187726944	PRJNA914892	172040322	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/088/SRR22859988/SRR22859988_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/088/SRR22859988	C143	
SRR22859989	SAMN32360859	SRX18818594	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	28845	86063014	PRJNA914892	78873307	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/089/SRR22859989/SRR22859989_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/089/SRR22859989	C24	
SRR22859991	SAMN32360857	SRX18818592	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	9549	42171741	PRJNA914892	38623696	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/091/SRR22859991/SRR22859991_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/091/SRR22859991	C113	
SRR22859994	SAMN32360854	SRX18818589	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	26363	131049618	PRJNA914892	120162311	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/094/SRR22859994/SRR22859994_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/094/SRR22859994	C76	
SRR22859995	SAMN32360853	SRX18818588	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	47124	177395319	PRJNA914892	162355347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/095/SRR22859995/SRR22859995_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/095/SRR22859995	C324	
SRR22859996	SAMN32360904	SRX18818587	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2809241	848390782	PRJNA914892	246085638;250405874	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/096/SRR22859996/SRR22859996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/096/SRR22859996/SRR22859996_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/096/SRR22859996	C189	
SRR22859997	SAMN32360903	SRX18818586	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2793063	843505026	PRJNA914892	243327823;247818458	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/097/SRR22859997/SRR22859997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/097/SRR22859997/SRR22859997_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/097/SRR22859997	C187	
SRR22860005	SAMN32360896	SRX18818578	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1532555	462831610	PRJNA914892	137384823;138835960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/005/SRR22860005/SRR22860005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/005/SRR22860005/SRR22860005_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/005/SRR22860005	C325	
SRR22860008	SAMN32360893	SRX18818575	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1506196	454871192	PRJNA914892	136891544;137615345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/008/SRR22860008/SRR22860008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/008/SRR22860008/SRR22860008_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/008/SRR22860008	C285	
SRR22860010	SAMN32360891	SRX18818573	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	2900574	875973348	PRJNA914892	251642694;257124517	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/010/SRR22860010/SRR22860010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/010/SRR22860010/SRR22860010_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/010/SRR22860010	C245	
SRR22860015	SAMN32360826	SRX18818568	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	12830	66692862	PRJNA914892	61430670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/015/SRR22860015/SRR22860015_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/015/SRR22860015	C58	
SRR22860016	SAMN32360886	SRX18818567	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1462707	441737514	PRJNA914892	133847323;134929852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/016/SRR22860016/SRR22860016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/016/SRR22860016/SRR22860016_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/016/SRR22860016	C312	
SRR22860017	SAMN32360885	SRX18818566	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1526658	461050716	PRJNA914892	138720604;140052704	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/017/SRR22860017/SRR22860017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/017/SRR22860017/SRR22860017_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/017/SRR22860017	C183	
SRR22860018	SAMN32360884	SRX18818565	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1911456	577259712	PRJNA914892	167834545;169967401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/018/SRR22860018/SRR22860018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/018/SRR22860018/SRR22860018_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/018/SRR22860018	C342	
SRR22860020	SAMN32360921	SRX18818563	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	135147	453121937	PRJNA914892	415185295	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/020/SRR22860020/SRR22860020_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/020/SRR22860020	C286	
SRR22860024	SAMN32360918	SRX18818559	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	71407	241548077	PRJNA914892	220730347	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/024/SRR22860024/SRR22860024_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/024/SRR22860024	C263	
SRR22860027	SAMN32360915	SRX18818556	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	53730	154831641	PRJNA914892	141655239	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/027/SRR22860027/SRR22860027_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/027/SRR22860027	C25	
SRR22860031	SAMN32360911	SRX18818552	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	61394	200788558	PRJNA914892	183893597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/031/SRR22860031/SRR22860031_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/031/SRR22860031	C239	
SRR22860032	SAMN32360910	SRX18818551	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	59642	201894616	PRJNA914892	189166632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/032/SRR22860032/SRR22860032_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/032/SRR22860032	C236	
SRR22860033	SAMN32360811	SRX18818550	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	31684	187053615	PRJNA914892	171997721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/033/SRR22860033/SRR22860033_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/033/SRR22860033	C200	
SRR22860035	SAMN32360908	SRX18818548	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	77026	241276911	PRJNA914892	221374881	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/035/SRR22860035/SRR22860035_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/035/SRR22860035	C214	
SRR22860038	SAMN32360905	SRX18818545	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	57519	198484153	PRJNA914892	181785090	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/038/SRR22860038/SRR22860038_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/038/SRR22860038	C19	
SRR22860040	SAMN32360903	SRX18818543	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	46053	99652520	PRJNA914892	91246806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/040/SRR22860040/SRR22860040_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/040/SRR22860040	C187	
SRR22860045	SAMN32360801	SRX18818538	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	17725	96772990	PRJNA914892	90880776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR228/045/SRR22860045/SRR22860045_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR228/045/SRR22860045	C10	
SRR22963948	SAMN32538168	SRX18920525	PRJNA914892	1280	Staphylococcus aureus	OXFORD_NANOPORE	MinION		SINGLE	475000	1479815746	PRJNA914892	1356714805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR229/048/SRR22963948/SRR22963948_1.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR229/048/SRR22963948	C308	
SRR23528616	SAMN33358651	SRX19421078	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1130088	341286576	PRJNA914892	99134230;100967136	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/016/SRR23528616/SRR23528616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/016/SRR23528616/SRR23528616_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/016/SRR23528616	C898	
SRR23528619	SAMN33358648	SRX19421075	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1882953	568651806	PRJNA914892	102199998;101757901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/019/SRR23528619/SRR23528619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/019/SRR23528619/SRR23528619_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/019/SRR23528619	C894	
SRR23528625	SAMN33358658	SRX19421069	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1504940	454491880	PRJNA914892	131512844;133438860	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/025/SRR23528625/SRR23528625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/025/SRR23528625/SRR23528625_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/025/SRR23528625	C881	
SRR23528629	SAMN33358646	SRX19421065	PRJNA914892	1280	Staphylococcus aureus	ILLUMINA	NextSeq 550		PAIRED	1869685	564644870	PRJNA914892	101158512;100625166	ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/029/SRR23528629/SRR23528629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR235/029/SRR23528629/SRR23528629_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR235/029/SRR23528629	C892	
